"infant_mortality","flu_activity","dengue_activity","year","country"
40.2,392,0.017,2008,Bolivia
40.2,324,0.017,2008,Bolivia
40.2,347,0.017,2008,Bolivia
40.2,331,0.017,2008,Bolivia
40.2,324,0.017,2008,Bolivia
40.2,300,0.017,2008,Bolivia
40.2,298,0.017,2008,Bolivia
40.2,239,0.017,2008,Bolivia
40.2,296,0.017,2008,Bolivia
40.2,316,0.017,2008,Bolivia
40.2,306,0.017,2008,Bolivia
40.2,293,0.017,2008,Bolivia
40.2,252,0.017,2008,Bolivia
40.2,247,0.017,2008,Bolivia
40.2,249,0.017,2008,Bolivia
40.2,224,0.017,2008,Bolivia
40.2,187,0.017,2008,Bolivia
40.2,179,0.017,2008,Bolivia
40.2,412,0.017,2008,Bolivia
40.2,383,0.017,2008,Bolivia
40.2,341,0.017,2008,Bolivia
40.2,340,0.017,2008,Bolivia
40.2,299,0.017,2008,Bolivia
40.2,236,0.017,2008,Bolivia
40.2,207,0.017,2008,Bolivia
40.2,213,0.017,2008,Bolivia
40.2,225,0.017,2008,Bolivia
40.2,248,0.017,2008,Bolivia
40.2,300,0.017,2008,Bolivia
40.2,322,0.017,2008,Bolivia
40.2,309,0.017,2008,Bolivia
40.2,291,0.017,2008,Bolivia
40.2,271,0.017,2008,Bolivia
40.2,290,0.017,2008,Bolivia
40.2,490,0.017,2008,Bolivia
40.2,375,0.017,2008,Bolivia
40.2,370,0.017,2008,Bolivia
40.2,365,0.017,2008,Bolivia
40.2,349,0.017,2008,Bolivia
40.2,430,0.017,2008,Bolivia
40.2,396,0.017,2008,Bolivia
40.2,376,0.017,2008,Bolivia
40.2,409,0.017,2008,Bolivia
40.2,429,0.017,2008,Bolivia
40.2,406,0.017,2008,Bolivia
40.2,387,0.017,2008,Bolivia
40.2,321,0.017,2008,Bolivia
40.2,370,0.017,2008,Bolivia
40.2,360,0.017,2008,Bolivia
40.2,311,0.017,2008,Bolivia
40.2,359,0.017,2008,Bolivia
40.2,232,0.017,2008,Bolivia
40.2,392,0.01,2008,Bolivia
40.2,324,0.01,2008,Bolivia
40.2,347,0.01,2008,Bolivia
40.2,331,0.01,2008,Bolivia
40.2,324,0.01,2008,Bolivia
40.2,300,0.01,2008,Bolivia
40.2,298,0.01,2008,Bolivia
40.2,239,0.01,2008,Bolivia
40.2,296,0.01,2008,Bolivia
40.2,316,0.01,2008,Bolivia
40.2,306,0.01,2008,Bolivia
40.2,293,0.01,2008,Bolivia
40.2,252,0.01,2008,Bolivia
40.2,247,0.01,2008,Bolivia
40.2,249,0.01,2008,Bolivia
40.2,224,0.01,2008,Bolivia
40.2,187,0.01,2008,Bolivia
40.2,179,0.01,2008,Bolivia
40.2,412,0.01,2008,Bolivia
40.2,383,0.01,2008,Bolivia
40.2,341,0.01,2008,Bolivia
40.2,340,0.01,2008,Bolivia
40.2,299,0.01,2008,Bolivia
40.2,236,0.01,2008,Bolivia
40.2,207,0.01,2008,Bolivia
40.2,213,0.01,2008,Bolivia
40.2,225,0.01,2008,Bolivia
40.2,248,0.01,2008,Bolivia
40.2,300,0.01,2008,Bolivia
40.2,322,0.01,2008,Bolivia
40.2,309,0.01,2008,Bolivia
40.2,291,0.01,2008,Bolivia
40.2,271,0.01,2008,Bolivia
40.2,290,0.01,2008,Bolivia
40.2,490,0.01,2008,Bolivia
40.2,375,0.01,2008,Bolivia
40.2,370,0.01,2008,Bolivia
40.2,365,0.01,2008,Bolivia
40.2,349,0.01,2008,Bolivia
40.2,430,0.01,2008,Bolivia
40.2,396,0.01,2008,Bolivia
40.2,376,0.01,2008,Bolivia
40.2,409,0.01,2008,Bolivia
40.2,429,0.01,2008,Bolivia
40.2,406,0.01,2008,Bolivia
40.2,387,0.01,2008,Bolivia
40.2,321,0.01,2008,Bolivia
40.2,370,0.01,2008,Bolivia
40.2,360,0.01,2008,Bolivia
40.2,311,0.01,2008,Bolivia
40.2,359,0.01,2008,Bolivia
40.2,232,0.01,2008,Bolivia
40.2,392,0.005,2008,Bolivia
40.2,324,0.005,2008,Bolivia
40.2,347,0.005,2008,Bolivia
40.2,331,0.005,2008,Bolivia
40.2,324,0.005,2008,Bolivia
40.2,300,0.005,2008,Bolivia
40.2,298,0.005,2008,Bolivia
40.2,239,0.005,2008,Bolivia
40.2,296,0.005,2008,Bolivia
40.2,316,0.005,2008,Bolivia
40.2,306,0.005,2008,Bolivia
40.2,293,0.005,2008,Bolivia
40.2,252,0.005,2008,Bolivia
40.2,247,0.005,2008,Bolivia
40.2,249,0.005,2008,Bolivia
40.2,224,0.005,2008,Bolivia
40.2,187,0.005,2008,Bolivia
40.2,179,0.005,2008,Bolivia
40.2,412,0.005,2008,Bolivia
40.2,383,0.005,2008,Bolivia
40.2,341,0.005,2008,Bolivia
40.2,340,0.005,2008,Bolivia
40.2,299,0.005,2008,Bolivia
40.2,236,0.005,2008,Bolivia
40.2,207,0.005,2008,Bolivia
40.2,213,0.005,2008,Bolivia
40.2,225,0.005,2008,Bolivia
40.2,248,0.005,2008,Bolivia
40.2,300,0.005,2008,Bolivia
40.2,322,0.005,2008,Bolivia
40.2,309,0.005,2008,Bolivia
40.2,291,0.005,2008,Bolivia
40.2,271,0.005,2008,Bolivia
40.2,290,0.005,2008,Bolivia
40.2,490,0.005,2008,Bolivia
40.2,375,0.005,2008,Bolivia
40.2,370,0.005,2008,Bolivia
40.2,365,0.005,2008,Bolivia
40.2,349,0.005,2008,Bolivia
40.2,430,0.005,2008,Bolivia
40.2,396,0.005,2008,Bolivia
40.2,376,0.005,2008,Bolivia
40.2,409,0.005,2008,Bolivia
40.2,429,0.005,2008,Bolivia
40.2,406,0.005,2008,Bolivia
40.2,387,0.005,2008,Bolivia
40.2,321,0.005,2008,Bolivia
40.2,370,0.005,2008,Bolivia
40.2,360,0.005,2008,Bolivia
40.2,311,0.005,2008,Bolivia
40.2,359,0.005,2008,Bolivia
40.2,232,0.005,2008,Bolivia
40.2,392,0.007,2008,Bolivia
40.2,324,0.007,2008,Bolivia
40.2,347,0.007,2008,Bolivia
40.2,331,0.007,2008,Bolivia
40.2,324,0.007,2008,Bolivia
40.2,300,0.007,2008,Bolivia
40.2,298,0.007,2008,Bolivia
40.2,239,0.007,2008,Bolivia
40.2,296,0.007,2008,Bolivia
40.2,316,0.007,2008,Bolivia
40.2,306,0.007,2008,Bolivia
40.2,293,0.007,2008,Bolivia
40.2,252,0.007,2008,Bolivia
40.2,247,0.007,2008,Bolivia
40.2,249,0.007,2008,Bolivia
40.2,224,0.007,2008,Bolivia
40.2,187,0.007,2008,Bolivia
40.2,179,0.007,2008,Bolivia
40.2,412,0.007,2008,Bolivia
40.2,383,0.007,2008,Bolivia
40.2,341,0.007,2008,Bolivia
40.2,340,0.007,2008,Bolivia
40.2,299,0.007,2008,Bolivia
40.2,236,0.007,2008,Bolivia
40.2,207,0.007,2008,Bolivia
40.2,213,0.007,2008,Bolivia
40.2,225,0.007,2008,Bolivia
40.2,248,0.007,2008,Bolivia
40.2,300,0.007,2008,Bolivia
40.2,322,0.007,2008,Bolivia
40.2,309,0.007,2008,Bolivia
40.2,291,0.007,2008,Bolivia
40.2,271,0.007,2008,Bolivia
40.2,290,0.007,2008,Bolivia
40.2,490,0.007,2008,Bolivia
40.2,375,0.007,2008,Bolivia
40.2,370,0.007,2008,Bolivia
40.2,365,0.007,2008,Bolivia
40.2,349,0.007,2008,Bolivia
40.2,430,0.007,2008,Bolivia
40.2,396,0.007,2008,Bolivia
40.2,376,0.007,2008,Bolivia
40.2,409,0.007,2008,Bolivia
40.2,429,0.007,2008,Bolivia
40.2,406,0.007,2008,Bolivia
40.2,387,0.007,2008,Bolivia
40.2,321,0.007,2008,Bolivia
40.2,370,0.007,2008,Bolivia
40.2,360,0.007,2008,Bolivia
40.2,311,0.007,2008,Bolivia
40.2,359,0.007,2008,Bolivia
40.2,232,0.007,2008,Bolivia
40.2,392,0.007,2008,Bolivia
40.2,324,0.007,2008,Bolivia
40.2,347,0.007,2008,Bolivia
40.2,331,0.007,2008,Bolivia
40.2,324,0.007,2008,Bolivia
40.2,300,0.007,2008,Bolivia
40.2,298,0.007,2008,Bolivia
40.2,239,0.007,2008,Bolivia
40.2,296,0.007,2008,Bolivia
40.2,316,0.007,2008,Bolivia
40.2,306,0.007,2008,Bolivia
40.2,293,0.007,2008,Bolivia
40.2,252,0.007,2008,Bolivia
40.2,247,0.007,2008,Bolivia
40.2,249,0.007,2008,Bolivia
40.2,224,0.007,2008,Bolivia
40.2,187,0.007,2008,Bolivia
40.2,179,0.007,2008,Bolivia
40.2,412,0.007,2008,Bolivia
40.2,383,0.007,2008,Bolivia
40.2,341,0.007,2008,Bolivia
40.2,340,0.007,2008,Bolivia
40.2,299,0.007,2008,Bolivia
40.2,236,0.007,2008,Bolivia
40.2,207,0.007,2008,Bolivia
40.2,213,0.007,2008,Bolivia
40.2,225,0.007,2008,Bolivia
40.2,248,0.007,2008,Bolivia
40.2,300,0.007,2008,Bolivia
40.2,322,0.007,2008,Bolivia
40.2,309,0.007,2008,Bolivia
40.2,291,0.007,2008,Bolivia
40.2,271,0.007,2008,Bolivia
40.2,290,0.007,2008,Bolivia
40.2,490,0.007,2008,Bolivia
40.2,375,0.007,2008,Bolivia
40.2,370,0.007,2008,Bolivia
40.2,365,0.007,2008,Bolivia
40.2,349,0.007,2008,Bolivia
40.2,430,0.007,2008,Bolivia
40.2,396,0.007,2008,Bolivia
40.2,376,0.007,2008,Bolivia
40.2,409,0.007,2008,Bolivia
40.2,429,0.007,2008,Bolivia
40.2,406,0.007,2008,Bolivia
40.2,387,0.007,2008,Bolivia
40.2,321,0.007,2008,Bolivia
40.2,370,0.007,2008,Bolivia
40.2,360,0.007,2008,Bolivia
40.2,311,0.007,2008,Bolivia
40.2,359,0.007,2008,Bolivia
40.2,232,0.007,2008,Bolivia
40.2,392,0.01,2008,Bolivia
40.2,324,0.01,2008,Bolivia
40.2,347,0.01,2008,Bolivia
40.2,331,0.01,2008,Bolivia
40.2,324,0.01,2008,Bolivia
40.2,300,0.01,2008,Bolivia
40.2,298,0.01,2008,Bolivia
40.2,239,0.01,2008,Bolivia
40.2,296,0.01,2008,Bolivia
40.2,316,0.01,2008,Bolivia
40.2,306,0.01,2008,Bolivia
40.2,293,0.01,2008,Bolivia
40.2,252,0.01,2008,Bolivia
40.2,247,0.01,2008,Bolivia
40.2,249,0.01,2008,Bolivia
40.2,224,0.01,2008,Bolivia
40.2,187,0.01,2008,Bolivia
40.2,179,0.01,2008,Bolivia
40.2,412,0.01,2008,Bolivia
40.2,383,0.01,2008,Bolivia
40.2,341,0.01,2008,Bolivia
40.2,340,0.01,2008,Bolivia
40.2,299,0.01,2008,Bolivia
40.2,236,0.01,2008,Bolivia
40.2,207,0.01,2008,Bolivia
40.2,213,0.01,2008,Bolivia
40.2,225,0.01,2008,Bolivia
40.2,248,0.01,2008,Bolivia
40.2,300,0.01,2008,Bolivia
40.2,322,0.01,2008,Bolivia
40.2,309,0.01,2008,Bolivia
40.2,291,0.01,2008,Bolivia
40.2,271,0.01,2008,Bolivia
40.2,290,0.01,2008,Bolivia
40.2,490,0.01,2008,Bolivia
40.2,375,0.01,2008,Bolivia
40.2,370,0.01,2008,Bolivia
40.2,365,0.01,2008,Bolivia
40.2,349,0.01,2008,Bolivia
40.2,430,0.01,2008,Bolivia
40.2,396,0.01,2008,Bolivia
40.2,376,0.01,2008,Bolivia
40.2,409,0.01,2008,Bolivia
40.2,429,0.01,2008,Bolivia
40.2,406,0.01,2008,Bolivia
40.2,387,0.01,2008,Bolivia
40.2,321,0.01,2008,Bolivia
40.2,370,0.01,2008,Bolivia
40.2,360,0.01,2008,Bolivia
40.2,311,0.01,2008,Bolivia
40.2,359,0.01,2008,Bolivia
40.2,232,0.01,2008,Bolivia
40.2,392,0.014,2008,Bolivia
40.2,324,0.014,2008,Bolivia
40.2,347,0.014,2008,Bolivia
40.2,331,0.014,2008,Bolivia
40.2,324,0.014,2008,Bolivia
40.2,300,0.014,2008,Bolivia
40.2,298,0.014,2008,Bolivia
40.2,239,0.014,2008,Bolivia
40.2,296,0.014,2008,Bolivia
40.2,316,0.014,2008,Bolivia
40.2,306,0.014,2008,Bolivia
40.2,293,0.014,2008,Bolivia
40.2,252,0.014,2008,Bolivia
40.2,247,0.014,2008,Bolivia
40.2,249,0.014,2008,Bolivia
40.2,224,0.014,2008,Bolivia
40.2,187,0.014,2008,Bolivia
40.2,179,0.014,2008,Bolivia
40.2,412,0.014,2008,Bolivia
40.2,383,0.014,2008,Bolivia
40.2,341,0.014,2008,Bolivia
40.2,340,0.014,2008,Bolivia
40.2,299,0.014,2008,Bolivia
40.2,236,0.014,2008,Bolivia
40.2,207,0.014,2008,Bolivia
40.2,213,0.014,2008,Bolivia
40.2,225,0.014,2008,Bolivia
40.2,248,0.014,2008,Bolivia
40.2,300,0.014,2008,Bolivia
40.2,322,0.014,2008,Bolivia
40.2,309,0.014,2008,Bolivia
40.2,291,0.014,2008,Bolivia
40.2,271,0.014,2008,Bolivia
40.2,290,0.014,2008,Bolivia
40.2,490,0.014,2008,Bolivia
40.2,375,0.014,2008,Bolivia
40.2,370,0.014,2008,Bolivia
40.2,365,0.014,2008,Bolivia
40.2,349,0.014,2008,Bolivia
40.2,430,0.014,2008,Bolivia
40.2,396,0.014,2008,Bolivia
40.2,376,0.014,2008,Bolivia
40.2,409,0.014,2008,Bolivia
40.2,429,0.014,2008,Bolivia
40.2,406,0.014,2008,Bolivia
40.2,387,0.014,2008,Bolivia
40.2,321,0.014,2008,Bolivia
40.2,370,0.014,2008,Bolivia
40.2,360,0.014,2008,Bolivia
40.2,311,0.014,2008,Bolivia
40.2,359,0.014,2008,Bolivia
40.2,232,0.014,2008,Bolivia
40.2,392,0.018,2008,Bolivia
40.2,324,0.018,2008,Bolivia
40.2,347,0.018,2008,Bolivia
40.2,331,0.018,2008,Bolivia
40.2,324,0.018,2008,Bolivia
40.2,300,0.018,2008,Bolivia
40.2,298,0.018,2008,Bolivia
40.2,239,0.018,2008,Bolivia
40.2,296,0.018,2008,Bolivia
40.2,316,0.018,2008,Bolivia
40.2,306,0.018,2008,Bolivia
40.2,293,0.018,2008,Bolivia
40.2,252,0.018,2008,Bolivia
40.2,247,0.018,2008,Bolivia
40.2,249,0.018,2008,Bolivia
40.2,224,0.018,2008,Bolivia
40.2,187,0.018,2008,Bolivia
40.2,179,0.018,2008,Bolivia
40.2,412,0.018,2008,Bolivia
40.2,383,0.018,2008,Bolivia
40.2,341,0.018,2008,Bolivia
40.2,340,0.018,2008,Bolivia
40.2,299,0.018,2008,Bolivia
40.2,236,0.018,2008,Bolivia
40.2,207,0.018,2008,Bolivia
40.2,213,0.018,2008,Bolivia
40.2,225,0.018,2008,Bolivia
40.2,248,0.018,2008,Bolivia
40.2,300,0.018,2008,Bolivia
40.2,322,0.018,2008,Bolivia
40.2,309,0.018,2008,Bolivia
40.2,291,0.018,2008,Bolivia
40.2,271,0.018,2008,Bolivia
40.2,290,0.018,2008,Bolivia
40.2,490,0.018,2008,Bolivia
40.2,375,0.018,2008,Bolivia
40.2,370,0.018,2008,Bolivia
40.2,365,0.018,2008,Bolivia
40.2,349,0.018,2008,Bolivia
40.2,430,0.018,2008,Bolivia
40.2,396,0.018,2008,Bolivia
40.2,376,0.018,2008,Bolivia
40.2,409,0.018,2008,Bolivia
40.2,429,0.018,2008,Bolivia
40.2,406,0.018,2008,Bolivia
40.2,387,0.018,2008,Bolivia
40.2,321,0.018,2008,Bolivia
40.2,370,0.018,2008,Bolivia
40.2,360,0.018,2008,Bolivia
40.2,311,0.018,2008,Bolivia
40.2,359,0.018,2008,Bolivia
40.2,232,0.018,2008,Bolivia
40.2,392,0.021,2008,Bolivia
40.2,324,0.021,2008,Bolivia
40.2,347,0.021,2008,Bolivia
40.2,331,0.021,2008,Bolivia
40.2,324,0.021,2008,Bolivia
40.2,300,0.021,2008,Bolivia
40.2,298,0.021,2008,Bolivia
40.2,239,0.021,2008,Bolivia
40.2,296,0.021,2008,Bolivia
40.2,316,0.021,2008,Bolivia
40.2,306,0.021,2008,Bolivia
40.2,293,0.021,2008,Bolivia
40.2,252,0.021,2008,Bolivia
40.2,247,0.021,2008,Bolivia
40.2,249,0.021,2008,Bolivia
40.2,224,0.021,2008,Bolivia
40.2,187,0.021,2008,Bolivia
40.2,179,0.021,2008,Bolivia
40.2,412,0.021,2008,Bolivia
40.2,383,0.021,2008,Bolivia
40.2,341,0.021,2008,Bolivia
40.2,340,0.021,2008,Bolivia
40.2,299,0.021,2008,Bolivia
40.2,236,0.021,2008,Bolivia
40.2,207,0.021,2008,Bolivia
40.2,213,0.021,2008,Bolivia
40.2,225,0.021,2008,Bolivia
40.2,248,0.021,2008,Bolivia
40.2,300,0.021,2008,Bolivia
40.2,322,0.021,2008,Bolivia
40.2,309,0.021,2008,Bolivia
40.2,291,0.021,2008,Bolivia
40.2,271,0.021,2008,Bolivia
40.2,290,0.021,2008,Bolivia
40.2,490,0.021,2008,Bolivia
40.2,375,0.021,2008,Bolivia
40.2,370,0.021,2008,Bolivia
40.2,365,0.021,2008,Bolivia
40.2,349,0.021,2008,Bolivia
40.2,430,0.021,2008,Bolivia
40.2,396,0.021,2008,Bolivia
40.2,376,0.021,2008,Bolivia
40.2,409,0.021,2008,Bolivia
40.2,429,0.021,2008,Bolivia
40.2,406,0.021,2008,Bolivia
40.2,387,0.021,2008,Bolivia
40.2,321,0.021,2008,Bolivia
40.2,370,0.021,2008,Bolivia
40.2,360,0.021,2008,Bolivia
40.2,311,0.021,2008,Bolivia
40.2,359,0.021,2008,Bolivia
40.2,232,0.021,2008,Bolivia
40.2,392,0.018,2008,Bolivia
40.2,324,0.018,2008,Bolivia
40.2,347,0.018,2008,Bolivia
40.2,331,0.018,2008,Bolivia
40.2,324,0.018,2008,Bolivia
40.2,300,0.018,2008,Bolivia
40.2,298,0.018,2008,Bolivia
40.2,239,0.018,2008,Bolivia
40.2,296,0.018,2008,Bolivia
40.2,316,0.018,2008,Bolivia
40.2,306,0.018,2008,Bolivia
40.2,293,0.018,2008,Bolivia
40.2,252,0.018,2008,Bolivia
40.2,247,0.018,2008,Bolivia
40.2,249,0.018,2008,Bolivia
40.2,224,0.018,2008,Bolivia
40.2,187,0.018,2008,Bolivia
40.2,179,0.018,2008,Bolivia
40.2,412,0.018,2008,Bolivia
40.2,383,0.018,2008,Bolivia
40.2,341,0.018,2008,Bolivia
40.2,340,0.018,2008,Bolivia
40.2,299,0.018,2008,Bolivia
40.2,236,0.018,2008,Bolivia
40.2,207,0.018,2008,Bolivia
40.2,213,0.018,2008,Bolivia
40.2,225,0.018,2008,Bolivia
40.2,248,0.018,2008,Bolivia
40.2,300,0.018,2008,Bolivia
40.2,322,0.018,2008,Bolivia
40.2,309,0.018,2008,Bolivia
40.2,291,0.018,2008,Bolivia
40.2,271,0.018,2008,Bolivia
40.2,290,0.018,2008,Bolivia
40.2,490,0.018,2008,Bolivia
40.2,375,0.018,2008,Bolivia
40.2,370,0.018,2008,Bolivia
40.2,365,0.018,2008,Bolivia
40.2,349,0.018,2008,Bolivia
40.2,430,0.018,2008,Bolivia
40.2,396,0.018,2008,Bolivia
40.2,376,0.018,2008,Bolivia
40.2,409,0.018,2008,Bolivia
40.2,429,0.018,2008,Bolivia
40.2,406,0.018,2008,Bolivia
40.2,387,0.018,2008,Bolivia
40.2,321,0.018,2008,Bolivia
40.2,370,0.018,2008,Bolivia
40.2,360,0.018,2008,Bolivia
40.2,311,0.018,2008,Bolivia
40.2,359,0.018,2008,Bolivia
40.2,232,0.018,2008,Bolivia
40.2,392,0.027,2008,Bolivia
40.2,324,0.027,2008,Bolivia
40.2,347,0.027,2008,Bolivia
40.2,331,0.027,2008,Bolivia
40.2,324,0.027,2008,Bolivia
40.2,300,0.027,2008,Bolivia
40.2,298,0.027,2008,Bolivia
40.2,239,0.027,2008,Bolivia
40.2,296,0.027,2008,Bolivia
40.2,316,0.027,2008,Bolivia
40.2,306,0.027,2008,Bolivia
40.2,293,0.027,2008,Bolivia
40.2,252,0.027,2008,Bolivia
40.2,247,0.027,2008,Bolivia
40.2,249,0.027,2008,Bolivia
40.2,224,0.027,2008,Bolivia
40.2,187,0.027,2008,Bolivia
40.2,179,0.027,2008,Bolivia
40.2,412,0.027,2008,Bolivia
40.2,383,0.027,2008,Bolivia
40.2,341,0.027,2008,Bolivia
40.2,340,0.027,2008,Bolivia
40.2,299,0.027,2008,Bolivia
40.2,236,0.027,2008,Bolivia
40.2,207,0.027,2008,Bolivia
40.2,213,0.027,2008,Bolivia
40.2,225,0.027,2008,Bolivia
40.2,248,0.027,2008,Bolivia
40.2,300,0.027,2008,Bolivia
40.2,322,0.027,2008,Bolivia
40.2,309,0.027,2008,Bolivia
40.2,291,0.027,2008,Bolivia
40.2,271,0.027,2008,Bolivia
40.2,290,0.027,2008,Bolivia
40.2,490,0.027,2008,Bolivia
40.2,375,0.027,2008,Bolivia
40.2,370,0.027,2008,Bolivia
40.2,365,0.027,2008,Bolivia
40.2,349,0.027,2008,Bolivia
40.2,430,0.027,2008,Bolivia
40.2,396,0.027,2008,Bolivia
40.2,376,0.027,2008,Bolivia
40.2,409,0.027,2008,Bolivia
40.2,429,0.027,2008,Bolivia
40.2,406,0.027,2008,Bolivia
40.2,387,0.027,2008,Bolivia
40.2,321,0.027,2008,Bolivia
40.2,370,0.027,2008,Bolivia
40.2,360,0.027,2008,Bolivia
40.2,311,0.027,2008,Bolivia
40.2,359,0.027,2008,Bolivia
40.2,232,0.027,2008,Bolivia
40.2,392,0.037,2008,Bolivia
40.2,324,0.037,2008,Bolivia
40.2,347,0.037,2008,Bolivia
40.2,331,0.037,2008,Bolivia
40.2,324,0.037,2008,Bolivia
40.2,300,0.037,2008,Bolivia
40.2,298,0.037,2008,Bolivia
40.2,239,0.037,2008,Bolivia
40.2,296,0.037,2008,Bolivia
40.2,316,0.037,2008,Bolivia
40.2,306,0.037,2008,Bolivia
40.2,293,0.037,2008,Bolivia
40.2,252,0.037,2008,Bolivia
40.2,247,0.037,2008,Bolivia
40.2,249,0.037,2008,Bolivia
40.2,224,0.037,2008,Bolivia
40.2,187,0.037,2008,Bolivia
40.2,179,0.037,2008,Bolivia
40.2,412,0.037,2008,Bolivia
40.2,383,0.037,2008,Bolivia
40.2,341,0.037,2008,Bolivia
40.2,340,0.037,2008,Bolivia
40.2,299,0.037,2008,Bolivia
40.2,236,0.037,2008,Bolivia
40.2,207,0.037,2008,Bolivia
40.2,213,0.037,2008,Bolivia
40.2,225,0.037,2008,Bolivia
40.2,248,0.037,2008,Bolivia
40.2,300,0.037,2008,Bolivia
40.2,322,0.037,2008,Bolivia
40.2,309,0.037,2008,Bolivia
40.2,291,0.037,2008,Bolivia
40.2,271,0.037,2008,Bolivia
40.2,290,0.037,2008,Bolivia
40.2,490,0.037,2008,Bolivia
40.2,375,0.037,2008,Bolivia
40.2,370,0.037,2008,Bolivia
40.2,365,0.037,2008,Bolivia
40.2,349,0.037,2008,Bolivia
40.2,430,0.037,2008,Bolivia
40.2,396,0.037,2008,Bolivia
40.2,376,0.037,2008,Bolivia
40.2,409,0.037,2008,Bolivia
40.2,429,0.037,2008,Bolivia
40.2,406,0.037,2008,Bolivia
40.2,387,0.037,2008,Bolivia
40.2,321,0.037,2008,Bolivia
40.2,370,0.037,2008,Bolivia
40.2,360,0.037,2008,Bolivia
40.2,311,0.037,2008,Bolivia
40.2,359,0.037,2008,Bolivia
40.2,232,0.037,2008,Bolivia
40.2,392,0.036,2008,Bolivia
40.2,324,0.036,2008,Bolivia
40.2,347,0.036,2008,Bolivia
40.2,331,0.036,2008,Bolivia
40.2,324,0.036,2008,Bolivia
40.2,300,0.036,2008,Bolivia
40.2,298,0.036,2008,Bolivia
40.2,239,0.036,2008,Bolivia
40.2,296,0.036,2008,Bolivia
40.2,316,0.036,2008,Bolivia
40.2,306,0.036,2008,Bolivia
40.2,293,0.036,2008,Bolivia
40.2,252,0.036,2008,Bolivia
40.2,247,0.036,2008,Bolivia
40.2,249,0.036,2008,Bolivia
40.2,224,0.036,2008,Bolivia
40.2,187,0.036,2008,Bolivia
40.2,179,0.036,2008,Bolivia
40.2,412,0.036,2008,Bolivia
40.2,383,0.036,2008,Bolivia
40.2,341,0.036,2008,Bolivia
40.2,340,0.036,2008,Bolivia
40.2,299,0.036,2008,Bolivia
40.2,236,0.036,2008,Bolivia
40.2,207,0.036,2008,Bolivia
40.2,213,0.036,2008,Bolivia
40.2,225,0.036,2008,Bolivia
40.2,248,0.036,2008,Bolivia
40.2,300,0.036,2008,Bolivia
40.2,322,0.036,2008,Bolivia
40.2,309,0.036,2008,Bolivia
40.2,291,0.036,2008,Bolivia
40.2,271,0.036,2008,Bolivia
40.2,290,0.036,2008,Bolivia
40.2,490,0.036,2008,Bolivia
40.2,375,0.036,2008,Bolivia
40.2,370,0.036,2008,Bolivia
40.2,365,0.036,2008,Bolivia
40.2,349,0.036,2008,Bolivia
40.2,430,0.036,2008,Bolivia
40.2,396,0.036,2008,Bolivia
40.2,376,0.036,2008,Bolivia
40.2,409,0.036,2008,Bolivia
40.2,429,0.036,2008,Bolivia
40.2,406,0.036,2008,Bolivia
40.2,387,0.036,2008,Bolivia
40.2,321,0.036,2008,Bolivia
40.2,370,0.036,2008,Bolivia
40.2,360,0.036,2008,Bolivia
40.2,311,0.036,2008,Bolivia
40.2,359,0.036,2008,Bolivia
40.2,232,0.036,2008,Bolivia
40.2,392,0.06,2008,Bolivia
40.2,324,0.06,2008,Bolivia
40.2,347,0.06,2008,Bolivia
40.2,331,0.06,2008,Bolivia
40.2,324,0.06,2008,Bolivia
40.2,300,0.06,2008,Bolivia
40.2,298,0.06,2008,Bolivia
40.2,239,0.06,2008,Bolivia
40.2,296,0.06,2008,Bolivia
40.2,316,0.06,2008,Bolivia
40.2,306,0.06,2008,Bolivia
40.2,293,0.06,2008,Bolivia
40.2,252,0.06,2008,Bolivia
40.2,247,0.06,2008,Bolivia
40.2,249,0.06,2008,Bolivia
40.2,224,0.06,2008,Bolivia
40.2,187,0.06,2008,Bolivia
40.2,179,0.06,2008,Bolivia
40.2,412,0.06,2008,Bolivia
40.2,383,0.06,2008,Bolivia
40.2,341,0.06,2008,Bolivia
40.2,340,0.06,2008,Bolivia
40.2,299,0.06,2008,Bolivia
40.2,236,0.06,2008,Bolivia
40.2,207,0.06,2008,Bolivia
40.2,213,0.06,2008,Bolivia
40.2,225,0.06,2008,Bolivia
40.2,248,0.06,2008,Bolivia
40.2,300,0.06,2008,Bolivia
40.2,322,0.06,2008,Bolivia
40.2,309,0.06,2008,Bolivia
40.2,291,0.06,2008,Bolivia
40.2,271,0.06,2008,Bolivia
40.2,290,0.06,2008,Bolivia
40.2,490,0.06,2008,Bolivia
40.2,375,0.06,2008,Bolivia
40.2,370,0.06,2008,Bolivia
40.2,365,0.06,2008,Bolivia
40.2,349,0.06,2008,Bolivia
40.2,430,0.06,2008,Bolivia
40.2,396,0.06,2008,Bolivia
40.2,376,0.06,2008,Bolivia
40.2,409,0.06,2008,Bolivia
40.2,429,0.06,2008,Bolivia
40.2,406,0.06,2008,Bolivia
40.2,387,0.06,2008,Bolivia
40.2,321,0.06,2008,Bolivia
40.2,370,0.06,2008,Bolivia
40.2,360,0.06,2008,Bolivia
40.2,311,0.06,2008,Bolivia
40.2,359,0.06,2008,Bolivia
40.2,232,0.06,2008,Bolivia
40.2,392,0.028,2008,Bolivia
40.2,324,0.028,2008,Bolivia
40.2,347,0.028,2008,Bolivia
40.2,331,0.028,2008,Bolivia
40.2,324,0.028,2008,Bolivia
40.2,300,0.028,2008,Bolivia
40.2,298,0.028,2008,Bolivia
